ambient_temp,cpu_usage,gpu_usage,ram_usage,screen_brightness,battery_level,charging,case_on,fan,num_bg_apps,time_since_boot,network_type,app_type,app_intensity,phone_temp,overheat
28.541531251033618,25.18797859960394,9.936627311944997,12.243787096019325,60.03811050728539,80.98627097546651,0,1,0,6,187.96594754373146,wifi,social,0.3,52.147836517841796,1
26.991466938853016,12.961323675632762,2.2435416051030845,35.03452118741591,32.62077916744184,76.73050962142332,0,1,0,2,132.3199333468922,wifi,idle,0.1,40.19469500073384,0
39.26139092254469,21.068785272758213,29.334755038587062,30.41243968708706,23.280850973190276,70.31360797124361,0,1,0,1,3.873831500358416,wifi,social,0.3,63.126481020488505,1
29.93251387631033,11.459742049518649,46.11753419082127,26.120336225713153,85.27951398929322,91.0010519226043,0,1,0,1,41.941305465015986,wifi,video,0.6,60.95836776476905,1
24.711445355220498,6.7520754925327475,28.517324195627243,62.23223384655723,49.20451726155389,94.0408596449017,0,0,0,1,50.15354556974004,5g,social,0.3,46.003545544661854,0
34.11272456051594,12.037423748379194,24.785613613104392,56.13959493180825,97.08923472876984,72.3349490930184,0,0,0,2,351.2856860054096,5g,video,0.6,63.41086992693539,1
23.895781750144888,51.52875566350869,13.797046982306803,52.40288404343695,70.26660555699534,46.92987272911093,0,0,0,3,17.672201015324564,4g,game,1.0,62.73409300614832,1
31.044317975023777,25.716355635425455,39.86647218648097,64.42669847623917,83.19804115332104,65.65597382745315,1,0,0,0,95.5587326713875,wifi,video,0.6,67.58811155958638,1
20.201649380601122,22.482959924199236,47.0451129472984,51.74090928568187,59.92548812287184,54.95566849499285,0,1,1,1,152.6025042502048,wifi,video,0.6,55.017470660183676,1
23.359069755507846,20.073188827121488,50.9982163768311,60.37802174922896,18.78555902027032,95.04221289666295,0,1,0,1,203.569869995665,wifi,social,0.3,51.64965096352916,1
30.984306179345616,69.7003543524274,18.859739224736195,50.28604976550974,74.42414114771776,0.0,0,0,0,0,222.3367764889812,wifi,game,1.0,69.06563558345479,1
33.69233289997705,16.249343998578297,32.929038942919846,36.16473397317979,22.928311627803918,67.63383005222357,0,1,0,3,21.92328705650342,4g,social,0.3,62.03849172063828,1
30.85684140594985,2.8043027703530887,26.95027598688989,25.15747460170951,100.0,80.57722163706791,0,0,0,1,94.48689225245867,wifi,game,1.0,59.91362131211488,1
29.421758588058797,49.633082213987706,25.020313147524092,48.472109273478495,98.3514653405345,64.96772360694968,1,0,0,0,211.0714763280224,4g,video,0.6,67.0510186255797,1
28.494481522053555,17.200257483135935,18.367347676550473,0.0,55.6311387768758,87.98929775029022,1,1,0,2,209.84491012928189,4g,video,0.6,56.51470477132767,1
22.607390048162863,7.0697264050305115,33.11600702446825,12.331228835545353,48.35568975283111,58.75047573450987,0,1,0,2,238.80080335007762,wifi,video,0.6,48.68129619378264,0
26.400778958026457,15.796182682281485,35.607510002322016,45.23440237798262,21.044023653014,58.605657367904044,1,1,0,2,343.029105321709,5g,camera,0.7,63.89837218100514,1
27.696806145201062,39.69717712667753,18.640924651852718,51.12389056348067,82.68653037269132,0.0,0,0,0,2,44.91256507372548,wifi,game,1.0,62.71910874628097,1
35.285611131094576,46.31084793922123,63.949820450261676,53.18368587246378,28.97809051612156,94.90373091100085,0,1,0,2,104.23347788297089,wifi,idle,0.1,70.0,1
31.71809144784231,35.097685286498404,37.666241195071386,30.0862720692823,44.54526138071699,95.16755996941264,0,1,0,1,42.63692663293713,wifi,video,0.6,62.15979927054737,1
21.18479922318633,35.189437651157384,6.508745103817944,5.724290225889394,61.710455470838035,94.31612435048265,0,0,0,3,571.1996210347447,wifi,video,0.6,52.914851128431884,1
31.620419846973974,59.76126767486633,9.575629564100918,63.701504363084005,61.920774038842204,94.74399880694332,1,1,0,3,195.445747376244,wifi,camera,0.7,70.0,1
28.074588597918417,12.473944753480204,22.15031497206526,46.85555511732746,89.44493116645346,41.94942117237896,0,0,0,0,112.84685965386628,wifi,video,0.6,54.18823766779832,1
26.615389998470206,1.230058358706861,16.799802128705586,11.625264999995208,80.91169695012569,98.9150826748837,0,1,0,4,197.063734267343,wifi,idle,0.1,45.10565716492577,0
33.058381444204336,47.28012642370066,37.341936399988676,71.9654490672292,13.137492843034115,71.5317432485771,0,0,0,2,79.23609546619329,4g,social,0.3,62.6904123193654,1
35.154997612479754,19.00593076899115,54.77250996000158,10.243977396729104,79.64732106124603,71.12870671827763,1,0,0,2,173.0966102992048,4g,social,0.3,67.30084152141863,1
34.65640059558099,40.72112139474698,11.888132927555706,47.2024784855512,40.904280694882324,86.63586233367586,0,1,0,3,128.01366386878937,wifi,idle,0.1,54.46165802385649,1
25.803912383886807,4.728029790882486,48.97962498138621,16.776483625433368,47.29229012941392,66.1420464562272,0,1,0,0,12.879035175189014,5g,social,0.3,49.11156552832329,0
28.453938120743928,39.24110247010493,13.385224228064214,18.563384237786984,57.23211485115739,70.00225996917023,1,1,1,2,156.4845326269062,4g,camera,0.7,59.63426574559217,1
31.65631715701782,8.461087566948866,24.68924862164675,37.02020678699501,23.510792022361088,86.1434717639917,0,0,1,1,104.55612736402342,4g,camera,0.7,54.769657260489154,1
34.877725635611796,29.324949535513458,7.736684267381419,18.145882676438227,17.657152086294868,94.64514262076085,0,1,0,2,41.506876571672585,5g,social,0.3,54.828723285892295,1
27.60412881077355,45.889281504104524,27.72980956686122,43.32920154256349,97.51483979911399,89.01490331214046,0,0,0,1,42.05378377857939,wifi,video,0.6,58.08649617930861,1
29.071705116680914,41.41851269004517,24.85282033963128,47.57466619460884,38.87727239527017,93.45127980635866,0,1,0,3,176.36868225910652,wifi,video,0.6,64.78861016218316,1
24.46832512996986,28.464355032547903,45.632811864071165,2.243937590496767,100.0,0.0,0,1,0,3,140.5462836798113,wifi,game,1.0,64.82900958831586,1
24.018966879596647,8.00367774138782,17.397999053400255,47.52011426085329,35.17835799464761,81.53251096963425,0,1,0,3,116.48560813331775,4g,social,0.3,46.10323072003798,0
34.06262911197099,17.802893842648746,3.971120739087989,27.236957596467207,60.05861696893025,56.852051452613296,0,1,0,1,128.0555531384676,wifi,idle,0.1,46.496897020530106,0
36.78120014285412,56.258544678159495,19.037375458530075,11.3638191634873,99.32750004158133,77.53552358120325,0,0,0,5,135.07778932288903,wifi,camera,0.7,70.0,1
29.63994939209833,24.49505761070371,11.727380295651145,69.22189699828249,97.61750944264462,81.38362239643487,0,1,0,1,84.28596529185609,4g,social,0.3,55.840118414669064,1
35.01766448946012,2.4761665541138873,20.670274772565154,90.66711978664304,22.317086088953722,65.87933593448028,0,1,0,0,109.08723650940995,4g,social,0.3,58.53501562039785,1
31.80818012523817,20.63695423427471,53.78353776054381,47.94280381905765,17.70283741888676,96.55396221380643,0,0,0,2,74.34364713829689,wifi,idle,0.1,56.614003379368825,1
26.77440122697438,37.79124644175092,10.790672071091599,27.54602532757231,24.880018831982163,47.84440277779255,0,0,0,5,160.17192565054552,4g,social,0.3,50.03005275806674,1
31.80697802754207,51.711412912825345,21.816781765454213,14.542461798482414,17.80073836562038,28.220980589247546,0,1,0,0,39.13749258448231,4g,video,0.6,63.08034797890677,1
37.690182832329846,64.2239341065312,1.9468806297146486,18.562199087515836,86.18678422328281,95.83356163133523,1,1,0,0,116.18969064774933,5g,social,0.3,66.13930143521662,1
29.820869804450243,48.81274737074069,43.490609220144634,25.70553353731673,64.88796224563661,67.68273564739052,0,0,0,0,14.5685762027066,4g,game,1.0,68.86720736833432,1
37.82321827907003,5.623452288015425,22.028506238606816,33.402159816865236,42.76453176665672,45.45117931915653,0,1,1,1,64.76426560427304,wifi,idle,0.1,53.32769728715727,1
16.901274479551276,18.13826588280825,41.172129847778756,8.826401949221683,100.0,89.58817772766007,0,1,0,1,1.0,wifi,game,1.0,50.877711097033156,1
34.10951252187612,17.213006572669123,23.116113340610152,35.27517273679866,37.31940978275456,30.095044866978427,0,1,0,0,90.77432593973779,5g,video,0.6,59.81925095573954,1
30.435235341190857,24.521398747959477,28.683768552682032,20.562271017540976,22.58722295412839,98.59212295846271,0,1,0,2,204.25340864443422,4g,video,0.6,58.76039108658019,1
28.504963247670663,22.942719812756728,0.0,36.85716583149626,68.43640455770364,64.68795582702148,0,1,0,2,299.4007341968231,wifi,idle,0.1,47.442345768251776,0
30.45880388267751,13.546958951420816,18.063779558282597,51.21751155404811,38.03081539015066,15.690618047534173,0,0,0,3,255.02884446467246,wifi,game,1.0,63.392244649347155,1
20.062155426995538,31.795569891827423,23.372611051660364,36.520542839301534,17.16685587704599,93.34630171536911,0,1,0,2,155.12085822096134,wifi,game,1.0,55.86319122649012,1
28.90164056081244,12.276653493196457,19.410714662670927,27.10465777818978,91.47775497896446,20.048743050637682,1,1,0,3,43.95456517522828,wifi,video,0.6,58.21268195678573,1
31.78556285755873,37.803511407760965,12.559181639505054,28.56124212571237,12.254563304898033,97.80504427775162,0,1,0,2,47.88713107550581,wifi,social,0.3,56.56080153327242,1
37.38947022370758,43.47925469795938,4.7749657003819515,17.85335473966424,44.86930301273081,88.76797554545271,1,1,0,1,5.64958018065955,wifi,social,0.3,61.67661023871739,1
27.40864890863176,53.07913512795737,30.992358808684255,48.31086427390322,5.937797423177608,65.5469107350024,1,1,0,1,47.12551594194792,wifi,social,0.3,59.68849620642843,1
25.95753198553406,68.54034639357639,54.55835812919265,42.61039146072908,50.51824621573898,59.397765150437756,0,0,0,3,660.4718002793006,wifi,camera,0.7,70.0,1
27.491214782077318,10.52890786176667,0.783795886255068,3.0201906301796058,41.45645842885242,73.14057146272471,0,1,0,4,87.13296766628336,wifi,game,1.0,53.92793858290937,1
34.57701058851037,3.6149753896289276,9.309546872047026,29.754438669234887,96.35620730738057,99.98949217225666,1,0,0,1,131.07108710591316,wifi,video,0.6,59.817290519213444,1
31.643755548298422,61.56824578003317,27.845750801550544,54.93096086898284,45.394741628786186,96.9569439911548,1,1,0,1,7.098751676036013,4g,video,0.6,67.04908101993362,1
27.351198981164806,40.35902905419534,26.43542888935277,76.6831742560521,28.677244414058155,86.96111089740174,0,1,0,1,69.93299691707887,5g,idle,0.1,53.760565033689055,1
32.56633716556678,9.666723298287971,13.758830830627911,32.474501099736734,52.51299654057156,77.57197692973763,0,0,0,2,128.33637840327214,wifi,game,1.0,61.232204524672085,1
30.4853877467402,51.53974791921779,33.23503739248868,48.87450508300428,27.893401102371985,92.80321895036936,1,1,0,2,62.99150287659996,wifi,camera,0.7,70.0,1
34.84322495266444,3.8539035586890646,6.3350850666752105,38.35119642089141,74.93822617847844,96.12593588850247,0,1,0,3,297.6470252678773,wifi,game,1.0,66.76835182628703,1
26.489734530613237,8.794348747349671,29.75617054102632,21.691760586679624,85.20664309984136,96.50865968017479,0,1,0,2,18.23311130516804,4g,video,0.6,52.79542513787278,1
28.361689267011158,15.310426722903042,18.31738840237428,8.88255412136888,29.058253461824982,93.98214594319795,1,1,0,1,29.505652789770195,wifi,video,0.6,54.08136468830591,1
28.039459234339212,35.779726846114784,14.756223635044938,0.1940440944612849,50.856747101936875,91.32893084506232,1,1,0,3,599.683223898527,4g,video,0.6,63.78278242581184,1
22.682425259339407,24.42754879307254,8.263534539358993,21.36212214004417,67.88008454587575,55.375847048542845,1,1,0,1,439.36821950145134,wifi,social,0.3,47.957173965582435,0
31.48060138532288,31.835393978077587,27.202417213945434,15.047871469583097,21.373671294919095,93.11584375654952,0,0,0,3,14.423161276756712,wifi,social,0.3,53.2424981413061,1
31.305276360899448,3.45739414247242,23.063616763595448,36.74117549729777,67.05222165032191,71.67768326334357,0,1,0,1,115.82848099829404,wifi,social,0.3,51.382043643247926,1
30.025567283212304,69.91064637001085,26.214548118009105,31.050784467765002,30.46424864752769,99.0351654325542,0,0,0,2,14.611283592191961,4g,idle,0.1,52.60903827500129,1
28.827064333124266,13.08704661462378,25.855301793612483,60.6804317963054,24.328882234560893,89.6497786749015,0,1,0,3,50.61511132040329,4g,idle,0.1,49.72049683576748,0
22.92314628974793,42.765777444600914,8.436796569337092,14.316616185375919,80.92460522525693,76.08845192017444,1,1,0,3,17.32087932719746,wifi,idle,0.1,46.125225436086424,0
27.896773386173205,33.705574424275866,21.44277535398681,2.5106792934036974,69.10328684381957,68.5576263662067,0,1,0,1,75.50046797032725,4g,game,1.0,60.97176327348294,1
28.286427417366152,34.03273495365608,11.753661109460642,24.25858709460169,9.691398369304414,87.02303046092061,0,0,0,1,39.899649317509976,wifi,video,0.6,54.59137072442572,1
25.988613653891903,15.183716854087782,4.91858220585568,23.32318543450849,33.22949393951136,70.23410311476337,1,1,0,3,2.188278638241981,5g,video,0.6,52.86394113493297,1
29.193571441669953,10.117901463593896,33.023347517758076,25.702056637515998,12.97225639823013,73.74234318432346,0,1,0,3,60.97780385270602,4g,video,0.6,53.98587619741681,1
32.02025428407269,21.034530823808534,2.7200014686641194,36.37480056685448,33.188842913207246,88.68325403217133,0,1,0,3,18.73094856594996,5g,social,0.3,51.58822813349251,1
39.43092950605265,36.10744869916877,13.381537918145115,58.94891928828513,17.202703004264208,88.38894014134516,0,1,0,1,39.351955055514495,wifi,social,0.3,63.64093546244614,1
30.872889064159196,15.698648254065013,26.971371246838583,27.60420486667952,60.71898385466128,0.0,0,0,0,3,533.4203355332551,wifi,social,0.3,57.70174227591668,1
31.28775195361382,37.33489302603927,4.055747092336819,27.15367489853797,44.62362473246732,83.99966878468308,1,1,0,2,40.272252150934264,4g,game,1.0,68.82505617823024,1
29.627770421169163,37.99373242833108,17.509399830880163,55.85662820802456,35.539347250430986,98.74768971516005,1,1,0,5,124.92401251120663,4g,social,0.3,60.00571461408299,1
20.406143923504793,10.564785577583361,48.17178610613475,44.81667279164207,4.2755965660127515,93.1981136990991,0,0,0,2,35.57604332123544,4g,camera,0.7,49.29917513262076,0
29.867430622753915,16.613884989487655,62.95126032578413,34.87014324981641,77.27468695608931,89.49527541481876,0,1,0,3,94.35829048244163,wifi,social,0.3,61.096814393895144,1
30.301151049705133,37.406389880412824,45.73438002480675,29.468032696893594,69.99849934975913,68.52578935604978,0,0,0,0,27.752537576546043,4g,social,0.3,58.37609020603664,1
42.316210562426434,14.6610426190181,54.187249250419946,38.119372689525775,68.89493187347841,83.32145229645907,0,1,0,5,34.95031243473244,wifi,video,0.6,70.0,1
29.038195176094387,50.517705104203344,61.111866781542275,64.78870859070433,1.3757515965572136,46.593011258768804,1,0,0,1,34.82952137041274,4g,social,0.3,64.40717262439415,1
31.507736711668063,21.528302465481655,44.86395858195681,7.320380665736797,92.9997786303468,80.64658521350981,0,0,0,4,21.021443669905512,wifi,idle,0.1,53.310655503137696,1
29.826441151473784,0.0,18.348977304045377,15.156288394223136,74.60784861350535,67.85454602794717,0,0,0,0,57.75894163288805,4g,game,1.0,58.12922600365977,1
24.15660981190234,46.35437045505018,28.538636185183577,6.829702549445021,42.30993273601853,84.25319221651424,0,1,0,2,43.30349760276618,4g,idle,0.1,50.752408092045634,1
35.7141140725751,30.282554050280023,0.24457434547844414,40.596101821161106,81.62678770451762,44.35556683560432,0,1,0,1,39.742786631784696,4g,camera,0.7,63.39756687482899,1
33.75966516343387,27.430846201686425,18.061032609458643,4.550343869936607,100.0,96.3221746305225,0,1,0,2,152.69056782983154,wifi,social,0.3,59.93145523748755,1
33.95515973521523,26.76573165098515,19.46304906426111,52.79083629889986,63.21798909737945,84.56670569722453,0,1,0,5,146.88354399038127,wifi,game,1.0,70.0,1
25.453062726026303,12.532449930549424,57.49746498908673,35.93384235659355,32.66625068418052,61.51198693290059,0,1,0,0,195.04939705259966,5g,video,0.6,59.899148322565715,1
37.013971554680495,9.788792210112563,24.634563173055422,71.0200675222929,60.2181147487314,55.5494087018865,1,1,0,1,400.5207896981333,5g,video,0.6,70.0,1
22.990744686038596,0.0,40.64224082527688,12.820372039055849,55.62367324965731,93.5807888288369,0,0,0,6,118.38986283035598,4g,social,0.3,45.03515336584133,0
32.93428546900135,35.566718916253535,20.404489930486232,21.532798031841455,75.13423600143499,0.0,0,1,0,0,212.3650908580505,4g,video,0.6,63.47509327064569,1
40.952278129049894,16.792067914821484,29.44124046497269,0.0,88.62689213376981,94.65654367561031,0,1,0,1,221.3653821879958,4g,camera,0.7,70.0,1
25.04731837434656,17.43261103983427,7.674514389507667,29.828898249043757,100.0,88.79694159464589,1,0,0,1,102.23731726612428,4g,idle,0.1,45.782589399424886,0
27.16851135198614,6.9882899269681795,20.56749180155807,57.237063249887946,48.51044345683169,81.80115610317382,1,0,1,1,50.96659513370397,wifi,video,0.6,53.60893760204376,1
30.498256825438204,17.853144820143406,10.176558725497031,37.88263331606431,100.0,86.42178579059397,0,0,0,2,155.88885323838883,wifi,social,0.3,51.26202950837981,1
27.482621729419005,13.958421616669828,15.97293269592195,22.501273578291194,72.11965168645202,93.45758362031958,1,1,0,1,292.49036744575574,wifi,camera,0.7,58.264526297435665,1
22.246682844669337,16.05720964327185,32.86338558888862,26.847798205153794,18.827360653750137,69.94161320618228,0,1,0,4,69.67771156384234,4g,camera,0.7,52.49014031894725,1
30.342814874030136,56.9032602328093,12.504372921183942,46.073878387084015,94.6433725646851,58.21209897378786,0,1,0,7,77.17894688845138,wifi,social,0.3,62.63159684885281,1
24.688481431369475,11.041240525307952,14.085466563403658,49.22379287001145,50.16339188624341,97.40082705145265,0,1,0,2,69.83886874572346,wifi,game,1.0,55.07949260868665,1
32.36796215317591,14.460200471259707,9.538505862617264,35.84139749779217,33.908535168213355,31.486824939662938,0,0,0,2,128.82464385253817,5g,game,1.0,62.53014804976874,1
25.402878828830985,53.91591088562054,0.0,22.08422554158083,47.994855601848265,94.83639791320905,1,1,0,2,319.8665205652755,5g,video,0.6,58.46718920484744,1
37.7496720250877,9.923110100026125,43.72064306086993,10.291666107432329,36.04478277245691,73.60645164949995,0,0,0,5,78.31330306687333,4g,camera,0.7,69.21055494939887,1
26.083733538318814,69.2844725181058,11.270073074972222,34.94904246017611,64.52767541063103,98.03041260699892,0,0,0,3,9.586290054250814,4g,idle,0.1,52.033422608315526,1
28.38969241897162,16.37357502199954,6.487574192131406,21.174259201644116,36.84777894782359,88.73241566043106,0,1,0,2,262.0537216635074,5g,idle,0.1,47.27003793980643,0
34.06758608684835,36.01257474811576,29.219423787667267,64.49034666579377,28.071719171852845,59.78726403376094,1,0,0,3,439.05914937651204,4g,idle,0.1,65.29608921776962,1
23.845678417830225,56.397154146253676,6.954702247065742,25.247004352387798,87.07762522345986,88.91665612155352,1,1,0,0,81.48587226102211,4g,game,1.0,63.1640317481569,1
31.137299673020646,28.249762736226472,40.5079846129597,32.258359851616504,40.393406387572625,95.27479336944039,0,1,0,2,50.703358336935565,5g,social,0.3,59.115985317625224,1
36.53571377141214,6.351770801224934,43.04536505722815,14.546058630244909,87.25643931820764,38.37090559762892,1,1,0,0,232.17216840470036,wifi,idle,0.1,62.34115446009957,1
21.96258382719386,16.435494722938152,33.15883190368211,15.324821012010695,97.87494113073335,72.12865055750339,0,1,0,3,29.4898769455115,5g,video,0.6,52.03660151064537,1
30.92316929266152,36.58378905992339,46.92032553494663,25.192583307978865,48.691506430407266,13.289979786253639,0,0,0,4,4.512756392441664,4g,game,1.0,70.0,1
31.299413971242117,1.9957482898503187,9.12232173605016,8.552828828711075,38.40710210762675,77.3805553553851,0,0,0,5,147.51075069515946,4g,video,0.6,52.533541508635494,1
33.909114358886555,11.510139582265845,47.25141997831336,9.990202297231146,0.0,87.34107248746813,1,1,0,2,44.364991398737494,5g,camera,0.7,67.66473358516804,1
23.81524644560959,62.27512879721364,29.460000155308137,45.7493624542473,56.400495610211244,99.54751112013358,0,0,0,4,99.58607668635219,wifi,video,0.6,57.77900792291121,1
23.397716934578618,18.865041235338403,48.87880621970443,12.45279854229251,61.15168152083093,97.62936091771108,1,1,0,3,44.83484315533878,wifi,social,0.3,55.045953834624584,1
32.60970782808449,17.071426355089265,25.715585613219446,27.45010013679067,62.62168002076696,56.789624623106825,0,0,0,1,239.31340215457578,4g,social,0.3,56.6399452315353,1
31.48492336616593,15.314648199213801,12.080006525740846,33.27381940924813,55.18359577232948,64.06428778066913,0,1,0,1,70.80271451717734,wifi,idle,0.1,50.988940877450375,1
31.252464251729382,30.062980468986268,25.926690589234305,13.499036343778748,30.238277773246594,94.51870330132526,0,0,1,2,19.453304234609245,wifi,game,1.0,61.27460623387526,1
31.732241047484877,36.4806303900903,24.520654601967554,8.63811770315186,18.79148012003283,0.0,0,0,0,5,131.1106383167253,4g,game,1.0,65.49389526161654,1
26.599876392107547,3.3204049588006743,63.30985537962005,5.364914241956119,33.42199763585813,79.69321750884222,0,1,0,2,11.216690302314998,wifi,camera,0.7,62.320201480725615,1
31.161268485805017,33.46020164174641,20.432576679226198,32.5109053068184,39.45054940837012,98.23677935938429,1,1,0,1,403.5739026657034,4g,game,1.0,70.0,1
31.465362366493405,26.07617783474728,33.2760663301195,57.95169298356718,32.980682965913175,94.04654219288622,0,1,0,4,4.028734261326012,wifi,social,0.3,59.74389892101589,1
26.42824290986816,16.780674781187354,54.264106605386374,23.0990237395185,63.110361249197645,47.457134310180905,1,1,0,2,79.21283319864887,wifi,idle,0.1,55.368539665695266,1
39.328872555723784,28.44473771950745,40.201815312667975,18.31156739357643,15.878075895307946,78.08900136267457,0,1,0,3,133.1094015154435,5g,social,0.3,69.2693971377567,1
32.36916460455894,23.98470975425324,33.36253239634823,4.5854680676478585,14.960727068203244,74.71787710043435,0,0,0,3,147.81395188077224,4g,idle,0.1,52.36104181835551,1
24.043482513986756,21.818240779033648,43.922882315462374,48.4441787529765,50.79870103148583,94.51133669049587,0,1,0,1,269.8536808259156,wifi,video,0.6,58.605987692443975,1
33.28276804316915,9.762149731274093,18.45319926067495,14.218303644411314,83.81819615957468,84.05357200099496,1,0,0,2,1.0,wifi,game,1.0,63.962333801043656,1
25.126591648863393,29.49642215745541,49.13064682412867,20.58846762696679,74.22517993014344,19.351782219308646,1,1,0,2,3.1541237867264837,4g,video,0.6,61.737917608136875,1
33.93542301871226,24.21343457980587,45.60481384041398,32.91107485778485,76.31761922050617,95.36889854608752,0,1,0,3,91.1022602756057,wifi,social,0.3,63.3273494907365,1
35.79297789503702,23.608750299812918,61.264586294326136,34.12615197012145,77.39943915582262,83.7319745484385,0,1,0,3,34.6926038452402,wifi,social,0.3,69.0107224191973,1
25.89658840824145,34.48932000857701,13.24712878112673,20.45890268347181,19.820135457331215,76.85856591462932,0,1,1,2,30.297776283642573,5g,idle,0.1,43.22236276919786,0
34.816880646221605,36.348992724262054,0.0,54.27465873444556,51.414992990240044,94.96821682972988,0,1,0,5,46.145632081752595,wifi,social,0.3,57.51249896274376,1
32.063904634682494,24.2714351282927,46.704970368368095,7.6566311529454705,74.62707967975533,86.44652094936819,0,1,0,4,139.83948871736143,4g,social,0.3,61.958612396687776,1
